sa_id,year,announced,topic,category,module,scope_tier,is_priority,cve,cwe,affects,git_hashes,svn_revisions,github_commit_urls,diff_available,data_quality,advisory_raw_url,source,upstream_path,note,commit_grade
FreeBSD-SA-24:08,2024,2024-08-07,OpenSSH pre-authentication async signal safety issue,contrib,openssh,tool,Yes,CVE-2024-7589; CVE-2024-6387; CVE-2006-5051,,All supported versions of FreeBSD.,2abea9df0165,,https://github.com/freebsd/freebsd-src/commit/2abea9df0165,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-24:08.openssh.asc,,,,focused
FreeBSD-SA-24:09,2024,2024-09-04,Multiple vulnerabilities in libnv,core,libnv,kernel,,CVE-2024-45287; CVE-2024-45288,,All supported versions of FreeBSD.,9c2ef102166e; d87f821959fb; b219ce1c5a93; 03bef9971d73; 3aa9be7e3334; 33b4e2361c82,,https://github.com/freebsd/freebsd-src/commit/9c2ef102166e; https://github.com/freebsd/freebsd-src/commit/d87f821959fb; https://github.com/freebsd/freebsd-src/commit/b219ce1c5a93; https://github.com/freebsd/freebsd-src/commit/03bef9971d73; https://github.com/freebsd/freebsd-src/commit/3aa9be7e3334; https://github.com/freebsd/freebsd-src/commit/33b4e2361c82,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-24:09.libnv.asc,,,,
FreeBSD-SA-24:10,2024,2024-09-04,bhyve(8) privileged guest escape via TPM device passthrough,core,bhyve,tool,Yes,CVE-2024-41928,,FreeBSD 14.x,6ce4821f0859; eab723be7542; 429f200688ca,,https://github.com/freebsd/freebsd-src/commit/6ce4821f0859; https://github.com/freebsd/freebsd-src/commit/eab723be7542; https://github.com/freebsd/freebsd-src/commit/429f200688ca,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-24:10.bhyve.asc,,,,focused
FreeBSD-SA-24:11,2024,2024-09-04,Multiple issues in ctl(4) CAM Target Layer,core,ctl,kernel,,CVE-2024-8178; CVE-2024-42416; CVE-2024-43110; CVE-2024-45063,,All supported versions of FreeBSD.,803e0c2ab29b; d30ffde0806e; 4c60b8289d0e; c8afc072690f; 004298792002; 639494a3c1e6,,https://github.com/freebsd/freebsd-src/commit/803e0c2ab29b; https://github.com/freebsd/freebsd-src/commit/d30ffde0806e; https://github.com/freebsd/freebsd-src/commit/4c60b8289d0e; https://github.com/freebsd/freebsd-src/commit/c8afc072690f; https://github.com/freebsd/freebsd-src/commit/004298792002; https://github.com/freebsd/freebsd-src/commit/639494a3c1e6,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-24:11.ctl.asc,,,,
FreeBSD-SA-24:12,2024,2024-09-04,bhyve(8) privileged guest escape via USB controller,core,bhyve,tool,Yes,CVE-2024-32668,,All supported versions of FreeBSD.,90af1336ed5e; bb245c142075; 1d01a6c11210; 5920b7e6eea1; b3f0e555781c; 5d6576f4f000,,https://github.com/freebsd/freebsd-src/commit/90af1336ed5e; https://github.com/freebsd/freebsd-src/commit/bb245c142075; https://github.com/freebsd/freebsd-src/commit/1d01a6c11210; https://github.com/freebsd/freebsd-src/commit/5920b7e6eea1; https://github.com/freebsd/freebsd-src/commit/b3f0e555781c; https://github.com/freebsd/freebsd-src/commit/5d6576f4f000,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-24:12.bhyve.asc,,,,focused
FreeBSD-SA-24:13,2024,2024-09-03,Possible DoS in X.509 name checks in OpenSSL,contrib,openssl,lib,Yes,CVE-2024-6119,,FreeBSD 14.x,5946b0c6cbc7; 9a5a7c90d5e5; abd3a7939117,,https://github.com/freebsd/freebsd-src/commit/5946b0c6cbc7; https://github.com/freebsd/freebsd-src/commit/9a5a7c90d5e5; https://github.com/freebsd/freebsd-src/commit/abd3a7939117,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-24:13.openssl.asc,,,,focused
FreeBSD-SA-24:14,2024,2024-09-04,umtx Kernel panic or Use-After-Free,core,umtx,kernel,,CVE-2024-43102,,All supported versions of FreeBSD.,4938f554469b; f4a2dbb81603; 37823ca38148; a73a70472c47; 7739dab97433; 8fd0fa88b5a6,,https://github.com/freebsd/freebsd-src/commit/4938f554469b; https://github.com/freebsd/freebsd-src/commit/f4a2dbb81603; https://github.com/freebsd/freebsd-src/commit/37823ca38148; https://github.com/freebsd/freebsd-src/commit/a73a70472c47; https://github.com/freebsd/freebsd-src/commit/7739dab97433; https://github.com/freebsd/freebsd-src/commit/8fd0fa88b5a6,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-24:14.umtx.asc,,,,
FreeBSD-SA-24:15,2024,2024-09-19,bhyve(8) out-of-bounds read access via XHCI emulation,core,bhyve,tool,Yes,CVE-2024-41721,,All supported versions of FreeBSD.,419da61f8203; 3c6c0dcb5acb; ba46f1174972; 2abd2ad64899; 5f035df278cc; e7a790dc3ffe,,https://github.com/freebsd/freebsd-src/commit/419da61f8203; https://github.com/freebsd/freebsd-src/commit/3c6c0dcb5acb; https://github.com/freebsd/freebsd-src/commit/ba46f1174972; https://github.com/freebsd/freebsd-src/commit/2abd2ad64899; https://github.com/freebsd/freebsd-src/commit/5f035df278cc; https://github.com/freebsd/freebsd-src/commit/e7a790dc3ffe,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-24:15.bhyve.asc,,,,focused
FreeBSD-SA-24:16,2024,2024-09-19,Integer overflow in libnv,core,libnv,kernel,,CVE-2024-45287,,All supported versions of FreeBSD.,056c50c48be3; f67468e6e5e2; e9d57be06e23; d84fced6b468; 2cffa6354d9f; 417e81a40091,,https://github.com/freebsd/freebsd-src/commit/056c50c48be3; https://github.com/freebsd/freebsd-src/commit/f67468e6e5e2; https://github.com/freebsd/freebsd-src/commit/e9d57be06e23; https://github.com/freebsd/freebsd-src/commit/d84fced6b468; https://github.com/freebsd/freebsd-src/commit/2cffa6354d9f; https://github.com/freebsd/freebsd-src/commit/417e81a40091,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-24:16.libnv.asc,,,,
FreeBSD-SA-24:17,2024,2024-10-29,Multiple issues in the bhyve hypervisor,core,bhyve,tool,Yes,CVE-2024-51562; CVE-2024-51563; CVE-2024-51564; CVE-2024-51565; CVE-2024-51566,,All supported versions of FreeBSD.,86ba5941b132; fcd9a2d8a5bd; df1a36fdfae6; 5d07a7e902fa; adb7b541aea1,,https://github.com/freebsd/freebsd-src/commit/86ba5941b132; https://github.com/freebsd/freebsd-src/commit/fcd9a2d8a5bd; https://github.com/freebsd/freebsd-src/commit/df1a36fdfae6; https://github.com/freebsd/freebsd-src/commit/5d07a7e902fa; https://github.com/freebsd/freebsd-src/commit/adb7b541aea1,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-24:17.bhyve.asc,,,,focused
FreeBSD-SA-24:18,2024,2024-10-29,Unbounded allocation in ctl(4) CAM Target Layer,core,ctl,kernel,,CVE-2024-39281,,All supported versions of FreeBSD.,2e7f4728fa73; a8df23541444; 367d8c86a182; e389eb99fb63; 9867aebc1d04,,https://github.com/freebsd/freebsd-src/commit/2e7f4728fa73; https://github.com/freebsd/freebsd-src/commit/a8df23541444; https://github.com/freebsd/freebsd-src/commit/367d8c86a182; https://github.com/freebsd/freebsd-src/commit/e389eb99fb63; https://github.com/freebsd/freebsd-src/commit/9867aebc1d04,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-24:18.ctl.asc,,,,
FreeBSD-SA-24:19,2024,2024-10-29,Certificate revocation list fetch(1) option fails,core,fetch,tool,Yes,CVE-2024-45289,,All supported versions of FreeBSD.,51676e0a3bd3; 0e8bf366e6c5; 484724578422; 51f6c450d991; 9f1314a30b4a,,https://github.com/freebsd/freebsd-src/commit/51676e0a3bd3; https://github.com/freebsd/freebsd-src/commit/0e8bf366e6c5; https://github.com/freebsd/freebsd-src/commit/484724578422; https://github.com/freebsd/freebsd-src/commit/51f6c450d991; https://github.com/freebsd/freebsd-src/commit/9f1314a30b4a,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-24:19.fetch.asc,,,,focused
FreeBSD-SA-25:01,2025,2025-01-29,OpenSSH Keystroke Obfuscation Bypass,contrib,openssh,tool,Yes,CVE-2024-39894,,FreeBSD 14.1,bf9a275b24f6; 88d5d8108711; 79853e40abd8,,https://github.com/freebsd/freebsd-src/commit/bf9a275b24f6; https://github.com/freebsd/freebsd-src/commit/88d5d8108711; https://github.com/freebsd/freebsd-src/commit/79853e40abd8,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-25:01.openssh.asc,,,,focused
FreeBSD-SA-25:02,2025,2025-01-29,Buffer overflow in some filesystems via NFS,core,fs,kernel,,CVE-2025-0373,,All supported versions of FreeBSD.,7a3a0402aeb6; faa47d299a0e; c90866090517; ee931cf4a49c; 0365b776f1b1,,https://github.com/freebsd/freebsd-src/commit/7a3a0402aeb6; https://github.com/freebsd/freebsd-src/commit/faa47d299a0e; https://github.com/freebsd/freebsd-src/commit/c90866090517; https://github.com/freebsd/freebsd-src/commit/ee931cf4a49c; https://github.com/freebsd/freebsd-src/commit/0365b776f1b1,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-25:02.fs.asc,,,,
FreeBSD-SA-25:03,2025,2025-01-29,Unprivileged access to system files,core,etcupdate,tool,Yes,CVE-2025-0374,,All supported versions of FreeBSD.,93836ff92be8; c55000e7c233; b8945a926a2f; 17e935f1f327; c1c180910d46,,https://github.com/freebsd/freebsd-src/commit/93836ff92be8; https://github.com/freebsd/freebsd-src/commit/c55000e7c233; https://github.com/freebsd/freebsd-src/commit/b8945a926a2f; https://github.com/freebsd/freebsd-src/commit/17e935f1f327; https://github.com/freebsd/freebsd-src/commit/c1c180910d46,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-25:03.etcupdate.asc,,,,focused
FreeBSD-SA-25:04,2025,2025-01-29,Uninitialized kernel memory disclosure via ktrace(2),core,ktrace,kernel,,CVE-2025-0662,,FreeBSD 14.2,99d5ee8738a3; 10f8a9df522f,,https://github.com/freebsd/freebsd-src/commit/99d5ee8738a3; https://github.com/freebsd/freebsd-src/commit/10f8a9df522f,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-25:04.ktrace.asc,,,,
FreeBSD-SA-25:05,2025,2025-02-21,Multiple vulnerabilities in OpenSSH,contrib,openssh,tool,Yes,CVE-2025-26465; CVE-2025-26466,,All supported versions of FreeBSD.,24ce323f020f; 4b8a2f716588; fe49460873e0; 2fc62d0bd4f7; 78b4f775184c; 14c733f25493,,https://github.com/freebsd/freebsd-src/commit/24ce323f020f; https://github.com/freebsd/freebsd-src/commit/4b8a2f716588; https://github.com/freebsd/freebsd-src/commit/fe49460873e0; https://github.com/freebsd/freebsd-src/commit/2fc62d0bd4f7; https://github.com/freebsd/freebsd-src/commit/78b4f775184c; https://github.com/freebsd/freebsd-src/commit/14c733f25493,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-25:05.openssh.asc,,,,focused
FreeBSD-SA-25:06,2025,2025-07-02,Use-after-free in multi-threaded xz decoder,contrib,xz,tool,Yes,CVE-2025-31115,,FreeBSD 13.5 and FreeBSD 14.2,5cf27a49a2de; 49b07b94662b; 346bb5d3fe19; 95e9c54b3961,,https://github.com/freebsd/freebsd-src/commit/5cf27a49a2de; https://github.com/freebsd/freebsd-src/commit/49b07b94662b; https://github.com/freebsd/freebsd-src/commit/346bb5d3fe19; https://github.com/freebsd/freebsd-src/commit/95e9c54b3961,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-25:06.xz.asc,,,,large_concentrated
FreeBSD-SA-25:07,2025,2025-08-08,Integer overflow in libarchive leading to double free,contrib,libarchive,lib,Yes,CVE-2025-5914,,All supported versions of FreeBSD.,6dad4525a291; fb780a82dfbd; c0979bd2734f; f47afeb2ce1e; 798b7b161a71,,https://github.com/freebsd/freebsd-src/commit/6dad4525a291; https://github.com/freebsd/freebsd-src/commit/fb780a82dfbd; https://github.com/freebsd/freebsd-src/commit/c0979bd2734f; https://github.com/freebsd/freebsd-src/commit/f47afeb2ce1e; https://github.com/freebsd/freebsd-src/commit/798b7b161a71,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-25:07.libarchive.asc,,,,large_concentrated
FreeBSD-SA-25:08,2025,2025-09-30,Multiple vulnerabilities in OpenSSL,contrib,openssl,lib,Yes,CVE-2025-9230; CVE-2025-9231; CVE-2025-9232,,All supported versions of FreeBSD.,4d6fd774b5b3; 270158508d7c; 75d258af9fe9; 6a0d914d9c3e; c0dbaf2b5dbd; ae7c74cfa531,,https://github.com/freebsd/freebsd-src/commit/4d6fd774b5b3; https://github.com/freebsd/freebsd-src/commit/270158508d7c; https://github.com/freebsd/freebsd-src/commit/75d258af9fe9; https://github.com/freebsd/freebsd-src/commit/6a0d914d9c3e; https://github.com/freebsd/freebsd-src/commit/c0dbaf2b5dbd; https://github.com/freebsd/freebsd-src/commit/ae7c74cfa531,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-25:08.openssl.asc,,,,focused
FreeBSD-SA-25:09,2025,2025-10-22,SO_REUSEPORT_LB breaks connect(2) for UDP sockets,core,netinet,kernel,,CVE-2025-24934,,All supported versions of FreeBSD.,ef159100ec2b; 98c539667881; e276759b3687; 058bcb57cd4b; df888c8f41f6; 90e14aa082d3,,https://github.com/freebsd/freebsd-src/commit/ef159100ec2b; https://github.com/freebsd/freebsd-src/commit/98c539667881; https://github.com/freebsd/freebsd-src/commit/e276759b3687; https://github.com/freebsd/freebsd-src/commit/058bcb57cd4b; https://github.com/freebsd/freebsd-src/commit/df888c8f41f6; https://github.com/freebsd/freebsd-src/commit/90e14aa082d3,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-25:09.netinet.asc,,,,
FreeBSD-SA-25:11,2025,2025-12-16,ipfw denial of service,core,ipfw,kernel,,CVE-2025-14769,,FreeBSD 13 and 14,deb684f9d1d6; c0cb68169beb; 94360584542a; 60026b06366f,,https://github.com/freebsd/freebsd-src/commit/deb684f9d1d6; https://github.com/freebsd/freebsd-src/commit/c0cb68169beb; https://github.com/freebsd/freebsd-src/commit/94360584542a; https://github.com/freebsd/freebsd-src/commit/60026b06366f,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-25:11.ipfw.asc,,,,
FreeBSD-SA-25:12,2025,2025-12-16,Remote code execution via ND6 Router Advertisements,core,rtsold,tool,Yes,CVE-2025-14558,,All supported versions of FreeBSD.,6759fbb1a553; 408f5c61821f; 26702912e857; 3c54b204bf86; 4fef5819cca9; 35cee6a90119,,https://github.com/freebsd/freebsd-src/commit/6759fbb1a553; https://github.com/freebsd/freebsd-src/commit/408f5c61821f; https://github.com/freebsd/freebsd-src/commit/26702912e857; https://github.com/freebsd/freebsd-src/commit/3c54b204bf86; https://github.com/freebsd/freebsd-src/commit/4fef5819cca9; https://github.com/freebsd/freebsd-src/commit/35cee6a90119,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-25:12.rtsold.asc,,,,focused
FreeBSD-SA-26:01,2026,2026-01-27,Multiple vulnerabilities in OpenSSL,contrib,openssl,lib,Yes,CVE-2025-11187; CVE-2025-15467; CVE-2025-15468; CVE-2025-15469; CVE-2025-66199; CVE-2025-68160; CVE-2025-69418; CVE-2025-69419; CVE-2025-69420; CVE-2025-69421; CVE-2026-22795; CVE-2026-22796,,All supported versions of FreeBSD.,5626e81f1a43; 02f448fe5cc2; ee8d50bfd59e; 65c1295c6bb0; 1741502f8d93; 9afc16c4e8a2,,https://github.com/freebsd/freebsd-src/commit/5626e81f1a43; https://github.com/freebsd/freebsd-src/commit/02f448fe5cc2; https://github.com/freebsd/freebsd-src/commit/ee8d50bfd59e; https://github.com/freebsd/freebsd-src/commit/65c1295c6bb0; https://github.com/freebsd/freebsd-src/commit/1741502f8d93; https://github.com/freebsd/freebsd-src/commit/9afc16c4e8a2,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-26:01.openssl.asc,,,,focused
FreeBSD-SA-26:02,2026,2026-01-27,Jail escape by a privileged user via nullfs,core,jail,kernel,,CVE-2025-15547,,FreeBSD 14.3 and 13.5,53963866f708; 193ae464aa36; f0fbaa71a5a2; e87a5dd8054a,,https://github.com/freebsd/freebsd-src/commit/53963866f708; https://github.com/freebsd/freebsd-src/commit/193ae464aa36; https://github.com/freebsd/freebsd-src/commit/f0fbaa71a5a2; https://github.com/freebsd/freebsd-src/commit/e87a5dd8054a,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-26:02.jail.asc,,,,
FreeBSD-SA-26:03,2026,2026-02-10,blocklistd(8) socket leak,core,blocklistd,tool,Yes,CVE-2026-2261,,FreeBSD 15.0,1864a03eb2ac; e4781e4e6d88,,https://github.com/freebsd/freebsd-src/commit/1864a03eb2ac; https://github.com/freebsd/freebsd-src/commit/e4781e4e6d88,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-26:03.blocklistd.asc,,,,focused
FreeBSD-SA-26:04,2026,2026-02-24,Jail chroot escape via fd exchange with a different jail,core,jail,kernel,,CVE-2025-15576,,FreeBSD 14.3 and 13.5.,3ad3ab5f9b6e; fbc35b3e6615; 73530e4c2ea9; e6b96891ef7c,,https://github.com/freebsd/freebsd-src/commit/3ad3ab5f9b6e; https://github.com/freebsd/freebsd-src/commit/fbc35b3e6615; https://github.com/freebsd/freebsd-src/commit/73530e4c2ea9; https://github.com/freebsd/freebsd-src/commit/e6b96891ef7c,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-26:04.jail.asc,,,,
FreeBSD-SA-26:05,2026,2026-02-24,Local DoS and possible privilege escalation via routing sockets,core,route,kernel,,CVE-2026-3038,,All supported versions of FreeBSD.,df932377e7dd; 5de6a55c70ba; 1eb2beb3686c; 7465d0b094b7; d521badafdaa; 8b476ffc4ea3; c2e2bfbd9e09,,https://github.com/freebsd/freebsd-src/commit/df932377e7dd; https://github.com/freebsd/freebsd-src/commit/5de6a55c70ba; https://github.com/freebsd/freebsd-src/commit/1eb2beb3686c; https://github.com/freebsd/freebsd-src/commit/7465d0b094b7; https://github.com/freebsd/freebsd-src/commit/d521badafdaa; https://github.com/freebsd/freebsd-src/commit/8b476ffc4ea3; https://github.com/freebsd/freebsd-src/commit/c2e2bfbd9e09,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-26:05.route.asc,,,,
FreeBSD-SA-26:06,2026,2026-03-26,TCP: remotely exploitable DoS vector (mbuf leak),core,tcp,kernel,,CVE-2026-4247,,FreeBSD 14.x and FreeBSD 15.0,1fddb5435315; de9e5d82581e; b45e7530ffb9; 44dd8b58394b; a9cba5321021,,https://github.com/freebsd/freebsd-src/commit/1fddb5435315; https://github.com/freebsd/freebsd-src/commit/de9e5d82581e; https://github.com/freebsd/freebsd-src/commit/b45e7530ffb9; https://github.com/freebsd/freebsd-src/commit/44dd8b58394b; https://github.com/freebsd/freebsd-src/commit/a9cba5321021,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-26:06.tcp.asc,,,,
FreeBSD-SA-26:07,2026,2026-03-26,Remote denial of service via null pointer dereference,core,nvmf,kernel,,CVE-2026-4652,,FreeBSD 15.0,b1d32521747f; 48766013063a,,https://github.com/freebsd/freebsd-src/commit/b1d32521747f; https://github.com/freebsd/freebsd-src/commit/48766013063a,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-26:07.nvmf.asc,,,,
FreeBSD-SA-26:08,2026,2026-03-26,Remote code execution via RPCSEC_GSS packet validation,core,rpcsec_gss,kernel,,CVE-2026-4747,,All supported versions of FreeBSD.,1b00fdc1f3cd; 4ec1b6213463; e5ed09ffd592; 7ea03a4238e8; b6ce88ab9a5f; 99ec7f9b9e48; c4f53a1adbd4,,https://github.com/freebsd/freebsd-src/commit/1b00fdc1f3cd; https://github.com/freebsd/freebsd-src/commit/4ec1b6213463; https://github.com/freebsd/freebsd-src/commit/e5ed09ffd592; https://github.com/freebsd/freebsd-src/commit/7ea03a4238e8; https://github.com/freebsd/freebsd-src/commit/b6ce88ab9a5f; https://github.com/freebsd/freebsd-src/commit/99ec7f9b9e48; https://github.com/freebsd/freebsd-src/commit/c4f53a1adbd4,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-26:08.rpcsec_gss.asc,,,dual_scope: sys/rpc/rpcsec_gss/(kernel) + lib/librpcsec_gss/(userspace) both fixed,
FreeBSD-SA-26:09,2026,2026-03-25,pf silently ignores certain rules,core,pf,kernel,,CVE-2026-4748,,FreeBSD 14.x and FreeBSD 15.0,4311217a039c; d91cf52e31ac; e3b801edded9; b6865bca4ba5; c03577d99d2d,,https://github.com/freebsd/freebsd-src/commit/4311217a039c; https://github.com/freebsd/freebsd-src/commit/d91cf52e31ac; https://github.com/freebsd/freebsd-src/commit/e3b801edded9; https://github.com/freebsd/freebsd-src/commit/b6865bca4ba5; https://github.com/freebsd/freebsd-src/commit/c03577d99d2d,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-26:09.pf.asc,,,,
FreeBSD-SA-26:10,2026,2026-04-21,Kernel use-after-free bug in the TIOCNOTTY handler,core,tty,kernel,,CVE-2026-5398,,All supported versions of FreeBSD.,0c6b1e0864b8; fdee312d0c97; f46210a7ab32; af294329c57f; 44077c07f19f; 5eae7f23fe0e; 2862a33bdd1c,,https://github.com/freebsd/freebsd-src/commit/0c6b1e0864b8; https://github.com/freebsd/freebsd-src/commit/fdee312d0c97; https://github.com/freebsd/freebsd-src/commit/f46210a7ab32; https://github.com/freebsd/freebsd-src/commit/af294329c57f; https://github.com/freebsd/freebsd-src/commit/44077c07f19f; https://github.com/freebsd/freebsd-src/commit/5eae7f23fe0e; https://github.com/freebsd/freebsd-src/commit/2862a33bdd1c,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-26:10.tty.asc,,,,
FreeBSD-SA-26:11,2026,2026-04-21,Missing large page handling in pmap_pkru_update_range(),core,amd64,kernel,,CVE-2026-6386,,All supported versions of FreeBSD.,9331e62e8b80; 649db49403a7; 4c0e5e3cc441; 5787df30dc3e; 979e645dd25e; b8fc56193068; a2f6f2d00125,,https://github.com/freebsd/freebsd-src/commit/9331e62e8b80; https://github.com/freebsd/freebsd-src/commit/649db49403a7; https://github.com/freebsd/freebsd-src/commit/4c0e5e3cc441; https://github.com/freebsd/freebsd-src/commit/5787df30dc3e; https://github.com/freebsd/freebsd-src/commit/979e645dd25e; https://github.com/freebsd/freebsd-src/commit/b8fc56193068; https://github.com/freebsd/freebsd-src/commit/a2f6f2d00125,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-26:11.amd64.asc,,,,
FreeBSD-SA-26:12,2026,2026-04-29,Remote code execution via malicious DHCP options,core,dhclient,tool,Yes,CVE-2026-42511,,All supported versions of FreeBSD.,2621f6c5d4ae; e7b4fb41aafa; b3087e05e848; 73b801e3b5b3; dda71167a101; 46c01e4dd102; a2d45189b9ee,,https://github.com/freebsd/freebsd-src/commit/2621f6c5d4ae; https://github.com/freebsd/freebsd-src/commit/e7b4fb41aafa; https://github.com/freebsd/freebsd-src/commit/b3087e05e848; https://github.com/freebsd/freebsd-src/commit/73b801e3b5b3; https://github.com/freebsd/freebsd-src/commit/dda71167a101; https://github.com/freebsd/freebsd-src/commit/46c01e4dd102; https://github.com/freebsd/freebsd-src/commit/a2d45189b9ee,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-26:12.dhclient.asc,,,,focused
FreeBSD-SA-26:13,2026,2026-04-29,Local privilege escalation via execve(),core,exec,kernel,,CVE-2026-7270,,All supported versions of FreeBSD.,c3e943e78e06; 934b48683c4f; ae00a52921ca; 943aa64ba91a; f04c40607b8f; d619e3a3c0ec; 7c5c37ac8f8f,,https://github.com/freebsd/freebsd-src/commit/c3e943e78e06; https://github.com/freebsd/freebsd-src/commit/934b48683c4f; https://github.com/freebsd/freebsd-src/commit/ae00a52921ca; https://github.com/freebsd/freebsd-src/commit/943aa64ba91a; https://github.com/freebsd/freebsd-src/commit/f04c40607b8f; https://github.com/freebsd/freebsd-src/commit/d619e3a3c0ec; https://github.com/freebsd/freebsd-src/commit/7c5c37ac8f8f,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-26:13.exec.asc,,,,
FreeBSD-SA-26:14,2026,2026-04-29,pf can overflow the stack parsing crafted SCTP packets,core,pf,kernel,,CVE-2026-7164,,All supported versions of FreeBSD.,e1c9f92130e8; c01d9bcf0cf6; ba21845e94dd; 0cbe512c7a80; 63495b09ccf5; ed0e766f1256; 0ab05345fb40,,https://github.com/freebsd/freebsd-src/commit/e1c9f92130e8; https://github.com/freebsd/freebsd-src/commit/c01d9bcf0cf6; https://github.com/freebsd/freebsd-src/commit/ba21845e94dd; https://github.com/freebsd/freebsd-src/commit/0cbe512c7a80; https://github.com/freebsd/freebsd-src/commit/63495b09ccf5; https://github.com/freebsd/freebsd-src/commit/ed0e766f1256; https://github.com/freebsd/freebsd-src/commit/0ab05345fb40,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-26:14.pf.asc,,,,
FreeBSD-SA-26:15,2026,2026-04-29,Remotely triggerable out-of-bounds heap write in dhclient,core,dhclient,tool,Yes,CVE-2026-42512,,All supported versions of FreeBSD.,4408b683d237; 66d6c32ce7b8; a813012f4b76; d60456d859a1; 76734958a098; 5d3e93fda7ce; 5a5e7883a3bb,,https://github.com/freebsd/freebsd-src/commit/4408b683d237; https://github.com/freebsd/freebsd-src/commit/66d6c32ce7b8; https://github.com/freebsd/freebsd-src/commit/a813012f4b76; https://github.com/freebsd/freebsd-src/commit/d60456d859a1; https://github.com/freebsd/freebsd-src/commit/76734958a098; https://github.com/freebsd/freebsd-src/commit/5d3e93fda7ce; https://github.com/freebsd/freebsd-src/commit/5a5e7883a3bb,,3,https://raw.githubusercontent.com/freebsd/freebsd-doc/main/website/static/security/advisories/FreeBSD-SA-26:15.dhclient.asc,,,,focused
